,text,tokens,filtered_tokens,tagged_tokens,nouns
910,"With a four-and-a-half star rating, I was excited to try this place out.

Man, I wish I had saved my $25","['With', 'a', 'four-and-a-half', 'star', 'rating', ',', 'I', 'was', 'excited', 'to', 'try', 'this', 'place', 'out', '.', 'Man', ',', 'I', 'wish', 'I', 'had', 'saved', 'my', '$', '25']","['with', 'four-and-a-half', 'star', 'rating', ',', 'i', 'excited', 'try', 'place', '.', 'man', ',', 'i', 'wish', 'i', 'saved', '$', '25']","[('with', 'IN'), ('four-and-a-half', 'JJ'), ('star', 'NN'), ('rating', 'NN'), (',', ','), ('i', 'NN'), ('excited', 'VBD'), ('try', 'JJ'), ('place', 'NN'), ('.', '.'), ('man', 'NN'), (',', ','), ('i', 'JJ'), ('wish', 'VBP'), ('i', 'NN'), ('saved', 'VBD'), ('$', '$'), ('25', 'CD')]","['star', 'rating', 'i', 'place', 'man', 'i']"
911,"

The guy behind the counter prepping the pizzas was nice enough - explained how things worked without a condescending tone","['The', 'guy', 'behind', 'the', 'counter', 'prepping', 'the', 'pizzas', 'was', 'nice', 'enough', '-', 'explained', 'how', 'things', 'worked', 'without', 'a', 'condescending', 'tone']","['the', 'guy', 'behind', 'counter', 'prepping', 'pizzas', 'nice', 'enough', '-', 'explained', 'things', 'worked', 'without', 'condescending', 'tone']","[('the', 'DT'), ('guy', 'NN'), ('behind', 'IN'), ('counter', 'NN'), ('prepping', 'VBG'), ('pizzas', 'JJ'), ('nice', 'JJ'), ('enough', 'RB'), ('-', ':'), ('explained', 'VBD'), ('things', 'NNS'), ('worked', 'VBN'), ('without', 'IN'), ('condescending', 'VBG'), ('tone', 'NN')]","['guy', 'counter', 'things', 'tone']"
912," The girl helping out new to the operation, so there was a bit of a learning curve on keeping things going","['The', 'girl', 'helping', 'out', 'new', 'to', 'the', 'operation', ',', 'so', 'there', 'was', 'a', 'bit', 'of', 'a', 'learning', 'curve', 'on', 'keeping', 'things', 'going']","['the', 'girl', 'helping', 'new', 'operation', ',', 'bit', 'learning', 'curve', 'keeping', 'things', 'going']","[('the', 'DT'), ('girl', 'NN'), ('helping', 'VBG'), ('new', 'JJ'), ('operation', 'NN'), (',', ','), ('bit', 'NN'), ('learning', 'JJ'), ('curve', 'NN'), ('keeping', 'VBG'), ('things', 'NNS'), ('going', 'VBG')]","['girl', 'operation', 'bit', 'curve', 'things']"
913, No problem; I've been in the same situation,"['No', 'problem', ';', 'I', ""'ve"", 'been', 'in', 'the', 'same', 'situation']","['no', 'problem', ';', 'i', ""'ve"", 'situation']","[('no', 'DT'), ('problem', 'NN'), (';', ':'), ('i', 'CC'), (""'ve"", 'VBP'), ('situation', 'NN')]","['problem', 'situation']"
914,"   However, once the pizza went into the oven for re-heating and the money was in the register, that about ended an otherwise okay experience.

I swear it took like 20 minutes to get our 3 slices","['However', ',', 'once', 'the', 'pizza', 'went', 'into', 'the', 'oven', 'for', 're-heating', 'and', 'the', 'money', 'was', 'in', 'the', 'register', ',', 'that', 'about', 'ended', 'an', 'otherwise', 'okay', 'experience', '.', 'I', 'swear', 'it', 'took', 'like', '20', 'minutes', 'to', 'get', 'our', '3', 'slices']","['however', ',', 'pizza', 'went', 'oven', 're-heating', 'money', 'register', ',', 'ended', 'otherwise', 'okay', 'experience', '.', 'i', 'swear', 'took', 'like', '20', 'minutes', 'get', '3', 'slices']","[('however', 'RB'), (',', ','), ('pizza', 'JJ'), ('went', 'VBD'), ('oven', 'RB'), ('re-heating', 'JJ'), ('money', 'NN'), ('register', 'NN'), (',', ','), ('ended', 'VBD'), ('otherwise', 'RB'), ('okay', 'JJ'), ('experience', 'NN'), ('.', '.'), ('i', 'JJ'), ('swear', 'VBP'), ('took', 'VBD'), ('like', 'IN'), ('20', 'CD'), ('minutes', 'NNS'), ('get', 'VBP'), ('3', 'CD'), ('slices', 'NNS')]","['money', 'register', 'experience', 'minutes', 'slices']"
915, 3 SLICES,"['3', 'SLICES']","['3', 'slices']","[('3', 'CD'), ('slices', 'NNS')]",['slices']
916, Another guy took over the pizza-making duties and made it his priority to only check up on the full pizza orders,"['Another', 'guy', 'took', 'over', 'the', 'pizza-making', 'duties', 'and', 'made', 'it', 'his', 'priority', 'to', 'only', 'check', 'up', 'on', 'the', 'full', 'pizza', 'orders']","['another', 'guy', 'took', 'pizza-making', 'duties', 'made', 'priority', 'check', 'full', 'pizza', 'orders']","[('another', 'DT'), ('guy', 'NN'), ('took', 'VBD'), ('pizza-making', 'JJ'), ('duties', 'NNS'), ('made', 'VBN'), ('priority', 'NN'), ('check', 'VB'), ('full', 'JJ'), ('pizza', 'NN'), ('orders', 'NNS')]","['guy', 'duties', 'priority', 'pizza', 'orders']"
917," So when our slices finally came out, they were burnt at the crusts and essentially crackers at the base","['So', 'when', 'our', 'slices', 'finally', 'came', 'out', ',', 'they', 'were', 'burnt', 'at', 'the', 'crusts', 'and', 'essentially', 'crackers', 'at', 'the', 'base']","['so', 'slices', 'finally', 'came', ',', 'burnt', 'crusts', 'essentially', 'crackers', 'base']","[('so', 'RB'), ('slices', 'NNS'), ('finally', 'RB'), ('came', 'VBD'), (',', ','), ('burnt', 'JJ'), ('crusts', 'NNS'), ('essentially', 'RB'), ('crackers', 'NNS'), ('base', 'VBP')]","['slices', 'crusts', 'crackers']"
918," I told my fiance that I was not eating my ONE slice, he had to bring it back and ask for another slice (I told him to take his back too, but he was too nice to do so)","['I', 'told', 'my', 'fiance', 'that', 'I', 'was', 'not', 'eating', 'my', 'ONE', 'slice', ',', 'he', 'had', 'to', 'bring', 'it', 'back', 'and', 'ask', 'for', 'another', 'slice', '(', 'I', 'told', 'him', 'to', 'take', 'his', 'back', 'too', ',', 'but', 'he', 'was', 'too', 'nice', 'to', 'do', 'so', ')']","['i', 'told', 'fiance', 'i', 'eating', 'one', 'slice', ',', 'bring', 'back', 'ask', 'another', 'slice', '(', 'i', 'told', 'take', 'back', ',', 'nice', ')']","[('i', 'NN'), ('told', 'VBD'), ('fiance', 'NN'), ('i', 'NN'), ('eating', 'VBG'), ('one', 'CD'), ('slice', 'NN'), (',', ','), ('bring', 'VB'), ('back', 'RP'), ('ask', 'NN'), ('another', 'DT'), ('slice', 'NN'), ('(', '('), ('i', 'JJ'), ('told', 'VBD'), ('take', 'VB'), ('back', 'RB'), (',', ','), ('nice', 'NN'), (')', ')')]","['i', 'fiance', 'i', 'slice', 'ask', 'slice', 'nice']"
919, Another slice of margherita pizza that had been sitting there for quite some time that they could just throw into the oven for reheating,"['Another', 'slice', 'of', 'margherita', 'pizza', 'that', 'had', 'been', 'sitting', 'there', 'for', 'quite', 'some', 'time', 'that', 'they', 'could', 'just', 'throw', 'into', 'the', 'oven', 'for', 'reheating']","['another', 'slice', 'margherita', 'pizza', 'sitting', 'quite', 'time', 'could', 'throw', 'oven', 'reheating']","[('another', 'DT'), ('slice', 'NN'), ('margherita', 'NN'), ('pizza', 'NN'), ('sitting', 'VBG'), ('quite', 'JJ'), ('time', 'NN'), ('could', 'MD'), ('throw', 'VB'), ('oven', 'RB'), ('reheating', 'VBG')]","['slice', 'margherita', 'pizza', 'time']"
920," I was really disappointed that they even gave us the pizza burnt - who serves burned pizza?!  That's already been cooked once?

We should've just gone down to Fashion Show Mall and had a few slices at Sbarro for a fraction of the price","['I', 'was', 'really', 'disappointed', 'that', 'they', 'even', 'gave', 'us', 'the', 'pizza', 'burnt', '-', 'who', 'serves', 'burned', 'pizza', '?', '!', 'That', ""'s"", 'already', 'been', 'cooked', 'once', '?', 'We', 'should', ""'ve"", 'just', 'gone', 'down', 'to', 'Fashion', 'Show', 'Mall', 'and', 'had', 'a', 'few', 'slices', 'at', 'Sbarro', 'for', 'a', 'fraction', 'of', 'the', 'price']","['i', 'really', 'disappointed', 'even', 'gave', 'us', 'pizza', 'burnt', '-', 'serves', 'burned', 'pizza', '?', '!', 'that', ""'s"", 'already', 'cooked', '?', 'we', ""'ve"", 'gone', 'fashion', 'show', 'mall', 'slices', 'sbarro', 'fraction', 'price']","[('i', 'NN'), ('really', 'RB'), ('disappointed', 'JJ'), ('even', 'RB'), ('gave', 'VBD'), ('us', 'PRP'), ('pizza', 'NN'), ('burnt', 'SYM'), ('-', ':'), ('serves', 'NNS'), ('burned', 'VBD'), ('pizza', 'NN'), ('?', '.'), ('!', '.'), ('that', 'DT'), (""'s"", 'VBZ'), ('already', 'RB'), ('cooked', 'VBN'), ('?', '.'), ('we', 'PRP'), (""'ve"", 'VBP'), ('gone', 'VBN'), ('fashion', 'NN'), ('show', 'NN'), ('mall', 'JJ'), ('slices', 'NNS'), ('sbarro', 'JJ'), ('fraction', 'NN'), ('price', 'NN')]","['i', 'pizza', 'serves', 'pizza', 'fashion', 'show', 'slices', 'fraction', 'price']"
921," I guess if you want average pizza in a pretentious setting masquerading as hole-in-the-wall (literally) joint, this could be heaven.

Next time I'll check out their burger joint or that Chinese/Mexican food fusion place down the way.","['I', 'guess', 'if', 'you', 'want', 'average', 'pizza', 'in', 'a', 'pretentious', 'setting', 'masquerading', 'as', 'hole-in-the-wall', '(', 'literally', ')', 'joint', ',', 'this', 'could', 'be', 'heaven', '.', 'Next', 'time', 'I', ""'ll"", 'check', 'out', 'their', 'burger', 'joint', 'or', 'that', 'Chinese/Mexican', 'food', 'fusion', 'place', 'down', 'the', 'way', '.']","['i', 'guess', 'want', 'average', 'pizza', 'pretentious', 'setting', 'masquerading', 'hole-in-the-wall', '(', 'literally', ')', 'joint', ',', 'could', 'heaven', '.', 'next', 'time', 'i', ""'ll"", 'check', 'burger', 'joint', 'chinese/mexican', 'food', 'fusion', 'place', 'way', '.']","[('i', 'JJ'), ('guess', 'NN'), ('want', 'VBP'), ('average', 'JJ'), ('pizza', 'NN'), ('pretentious', 'JJ'), ('setting', 'VBG'), ('masquerading', 'VBG'), ('hole-in-the-wall', 'NN'), ('(', '('), ('literally', 'RB'), (')', ')'), ('joint', 'NN'), (',', ','), ('could', 'MD'), ('heaven', 'VB'), ('.', '.'), ('next', 'JJ'), ('time', 'NN'), ('i', 'JJ'), (""'ll"", 'MD'), ('check', 'VB'), ('burger', 'NN'), ('joint', 'JJ'), ('chinese/mexican', 'JJ'), ('food', 'NN'), ('fusion', 'NN'), ('place', 'NN'), ('way', 'NN'), ('.', '.')]","['guess', 'pizza', 'hole-in-the-wall', 'joint', 'time', 'burger', 'food', 'fusion', 'place', 'way']"
922,Yummmm!  The Cosmo is our favorite hotel in Vegas..,"['Yummmm', '!', 'The', 'Cosmo', 'is', 'our', 'favorite', 'hotel', 'in', 'Vegas..']","['yummmm', '!', 'the', 'cosmo', 'favorite', 'hotel', 'vegas..']","[('yummmm', 'NN'), ('!', '.'), ('the', 'DT'), ('cosmo', 'JJ'), ('favorite', 'JJ'), ('hotel', 'NN'), ('vegas..', 'NN')]","['yummmm', 'hotel', 'vegas..']"
923, Has the best pizza..,"['Has', 'the', 'best', 'pizza..']","['has', 'best', 'pizza..']","[('has', 'VBZ'), ('best', 'JJS'), ('pizza..', 'NN')]",['pizza..']
924, The best Tapa's restaurant..,"['The', 'best', 'Tapa', ""'s"", 'restaurant..']","['the', 'best', 'tapa', ""'s"", 'restaurant..']","[('the', 'DT'), ('best', 'JJS'), ('tapa', 'NN'), (""'s"", 'POS'), ('restaurant..', 'NN')]","['tapa', 'restaurant..']"
925, The best concert venue..,"['The', 'best', 'concert', 'venue..']","['the', 'best', 'concert', 'venue..']","[('the', 'DT'), ('best', 'JJS'), ('concert', 'NN'), ('venue..', 'NN')]","['concert', 'venue..']"
926," 

We love the white pizza and sausage with ricotta but even the plain cheese is excellent","['We', 'love', 'the', 'white', 'pizza', 'and', 'sausage', 'with', 'ricotta', 'but', 'even', 'the', 'plain', 'cheese', 'is', 'excellent']","['we', 'love', 'white', 'pizza', 'sausage', 'ricotta', 'even', 'plain', 'cheese', 'excellent']","[('we', 'PRP'), ('love', 'VBP'), ('white', 'JJ'), ('pizza', 'NN'), ('sausage', 'NN'), ('ricotta', 'VBD'), ('even', 'RB'), ('plain', 'JJ'), ('cheese', 'JJ'), ('excellent', 'NN')]","['pizza', 'sausage', 'excellent']"
927,"

I won't lie..","['I', 'wo', ""n't"", 'lie..']","['i', 'wo', ""n't"", 'lie..']","[('i', 'NN'), ('wo', 'MD'), (""n't"", 'RB'), ('lie..', 'VB')]",['i']
928," It's a bit pricey but worth it!

It's a must every time we go Vegas!!

Wish there was one in So","['It', ""'s"", 'a', 'bit', 'pricey', 'but', 'worth', 'it', '!', 'It', ""'s"", 'a', 'must', 'every', 'time', 'we', 'go', 'Vegas', '!', '!', 'Wish', 'there', 'was', 'one', 'in', 'So']","['it', ""'s"", 'bit', 'pricey', 'worth', '!', 'it', ""'s"", 'must', 'every', 'time', 'go', 'vegas', '!', '!', 'wish', 'one', 'so']","[('it', 'PRP'), (""'s"", 'VBZ'), ('bit', 'NN'), ('pricey', 'JJ'), ('worth', 'NN'), ('!', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('must', 'MD'), ('every', 'DT'), ('time', 'NN'), ('go', 'VB'), ('vegas', 'NN'), ('!', '.'), ('!', '.'), ('wish', 'JJ'), ('one', 'CD'), ('so', 'RB')]","['bit', 'worth', 'time', 'vegas']"
929,Cal!!,"['Cal', '!', '!']","['cal', '!', '!']","[('cal', 'JJ'), ('!', '.'), ('!', '.')]",[]
930,One of the best slices of pizza I've ever tried,"['One', 'of', 'the', 'best', 'slices', 'of', 'pizza', 'I', ""'ve"", 'ever', 'tried']","['one', 'best', 'slices', 'pizza', 'i', ""'ve"", 'ever', 'tried']","[('one', 'CD'), ('best', 'JJS'), ('slices', 'NNS'), ('pizza', 'VBP'), ('i', 'NN'), (""'ve"", 'VBP'), ('ever', 'RB'), ('tried', 'VBN')]","['slices', 'i']"
931," There's places that do certain parts of a pizza  well, but I really liked just about everything about this place","['There', ""'s"", 'places', 'that', 'do', 'certain', 'parts', 'of', 'a', 'pizza', 'well', ',', 'but', 'I', 'really', 'liked', 'just', 'about', 'everything', 'about', 'this', 'place']","['there', ""'s"", 'places', 'certain', 'parts', 'pizza', 'well', ',', 'i', 'really', 'liked', 'everything', 'place']","[('there', 'EX'), (""'s"", 'VBZ'), ('places', 'NNS'), ('certain', 'JJ'), ('parts', 'NNS'), ('pizza', 'NN'), ('well', 'RB'), (',', ','), ('i', 'NNS'), ('really', 'RB'), ('liked', 'VBD'), ('everything', 'NN'), ('place', 'NN')]","['places', 'parts', 'pizza', 'i', 'everything', 'place']"
932," Cool setting and atmosphere, friendly staff, and most importantly, good pizza","['Cool', 'setting', 'and', 'atmosphere', ',', 'friendly', 'staff', ',', 'and', 'most', 'importantly', ',', 'good', 'pizza']","['cool', 'setting', 'atmosphere', ',', 'friendly', 'staff', ',', 'importantly', ',', 'good', 'pizza']","[('cool', 'JJ'), ('setting', 'VBG'), ('atmosphere', 'RB'), (',', ','), ('friendly', 'JJ'), ('staff', 'NN'), (',', ','), ('importantly', 'RB'), (',', ','), ('good', 'JJ'), ('pizza', 'NN')]","['staff', 'pizza']"
933, I tried a slice of the white pizza and one of the supremes,"['I', 'tried', 'a', 'slice', 'of', 'the', 'white', 'pizza', 'and', 'one', 'of', 'the', 'supremes']","['i', 'tried', 'slice', 'white', 'pizza', 'one', 'supremes']","[('i', 'NN'), ('tried', 'VBD'), ('slice', 'JJ'), ('white', 'JJ'), ('pizza', 'NN'), ('one', 'CD'), ('supremes', 'NN')]","['i', 'pizza', 'supremes']"
934," The white pizza was a perfect blend of different cheeses, garlic, and a fantastic crust","['The', 'white', 'pizza', 'was', 'a', 'perfect', 'blend', 'of', 'different', 'cheeses', ',', 'garlic', ',', 'and', 'a', 'fantastic', 'crust']","['the', 'white', 'pizza', 'perfect', 'blend', 'different', 'cheeses', ',', 'garlic', ',', 'fantastic', 'crust']","[('the', 'DT'), ('white', 'JJ'), ('pizza', 'NN'), ('perfect', 'JJ'), ('blend', 'NN'), ('different', 'JJ'), ('cheeses', 'NNS'), (',', ','), ('garlic', 'NN'), (',', ','), ('fantastic', 'JJ'), ('crust', 'NN')]","['pizza', 'blend', 'cheeses', 'garlic', 'crust']"
935," Almost cracker like on the outside, yet moist and chewy on the inside","['Almost', 'cracker', 'like', 'on', 'the', 'outside', ',', 'yet', 'moist', 'and', 'chewy', 'on', 'the', 'inside']","['almost', 'cracker', 'like', 'outside', ',', 'yet', 'moist', 'chewy', 'inside']","[('almost', 'RB'), ('cracker', 'NN'), ('like', 'IN'), ('outside', 'NN'), (',', ','), ('yet', 'RB'), ('moist', 'JJ'), ('chewy', 'NN'), ('inside', 'IN')]","['cracker', 'outside', 'chewy']"
936," While I also enjoyed the supreme, it seemed to be lacking something....hard to pin point it","['While', 'I', 'also', 'enjoyed', 'the', 'supreme', ',', 'it', 'seemed', 'to', 'be', 'lacking', 'something', '...', '.hard', 'to', 'pin', 'point', 'it']","['while', 'i', 'also', 'enjoyed', 'supreme', ',', 'seemed', 'lacking', 'something', '...', '.hard', 'pin', 'point']","[('while', 'IN'), ('i', 'NN'), ('also', 'RB'), ('enjoyed', 'VBD'), ('supreme', 'NN'), (',', ','), ('seemed', 'VBD'), ('lacking', 'VBG'), ('something', 'NN'), ('...', ':'), ('.hard', 'RB'), ('pin', 'NN'), ('point', 'NN')]","['i', 'supreme', 'something', 'pin', 'point']"
937," Overall, they pretty much nailed it though.","['Overall', ',', 'they', 'pretty', 'much', 'nailed', 'it', 'though', '.']","['overall', ',', 'pretty', 'much', 'nailed', 'though', '.']","[('overall', 'JJ'), (',', ','), ('pretty', 'RB'), ('much', 'JJ'), ('nailed', 'VBN'), ('though', 'IN'), ('.', '.')]",[]
938,"I need to make one thing absolutely clear when starting this review: this is NOT by any means 'NY style pizza.' If you think that, you obviously have either never been to NY, or were unfortunate enough to eat at one of the bad pizza spots","['I', 'need', 'to', 'make', 'one', 'thing', 'absolutely', 'clear', 'when', 'starting', 'this', 'review', ':', 'this', 'is', 'NOT', 'by', 'any', 'means', ""'NY"", 'style', 'pizza', '.', ""'"", 'If', 'you', 'think', 'that', ',', 'you', 'obviously', 'have', 'either', 'never', 'been', 'to', 'NY', ',', 'or', 'were', 'unfortunate', 'enough', 'to', 'eat', 'at', 'one', 'of', 'the', 'bad', 'pizza', 'spots']","['i', 'need', 'make', 'one', 'thing', 'absolutely', 'clear', 'starting', 'review', ':', 'not', 'means', ""'ny"", 'style', 'pizza', '.', ""'"", 'if', 'think', ',', 'obviously', 'either', 'never', 'ny', ',', 'unfortunate', 'enough', 'eat', 'one', 'bad', 'pizza', 'spots']","[('i', 'NNS'), ('need', 'VBP'), ('make', 'VBP'), ('one', 'CD'), ('thing', 'NN'), ('absolutely', 'RB'), ('clear', 'JJ'), ('starting', 'VBG'), ('review', 'NN'), (':', ':'), ('not', 'RB'), ('means', 'VBZ'), (""'ny"", 'JJ'), ('style', 'NN'), ('pizza', 'NN'), ('.', '.'), (""'"", ""''""), ('if', 'IN'), ('think', 'NNS'), (',', ','), ('obviously', 'RB'), ('either', 'DT'), ('never', 'RB'), ('ny', 'NN'), (',', ','), ('unfortunate', 'JJ'), ('enough', 'RB'), ('eat', 'VBP'), ('one', 'CD'), ('bad', 'JJ'), ('pizza', 'NN'), ('spots', 'NNS')]","['i', 'thing', 'review', 'style', 'pizza', 'think', 'ny', 'pizza', 'spots']"
939,The positive reviews for this place must come from people who were completely obliterated when they ate here; that is the only way I can imagine anyone believing this to be good pizza,"['The', 'positive', 'reviews', 'for', 'this', 'place', 'must', 'come', 'from', 'people', 'who', 'were', 'completely', 'obliterated', 'when', 'they', 'ate', 'here', ';', 'that', 'is', 'the', 'only', 'way', 'I', 'can', 'imagine', 'anyone', 'believing', 'this', 'to', 'be', 'good', 'pizza']","['the', 'positive', 'reviews', 'place', 'must', 'come', 'people', 'completely', 'obliterated', 'ate', ';', 'way', 'i', 'imagine', 'anyone', 'believing', 'good', 'pizza']","[('the', 'DT'), ('positive', 'JJ'), ('reviews', 'NNS'), ('place', 'NN'), ('must', 'MD'), ('come', 'VB'), ('people', 'NNS'), ('completely', 'RB'), ('obliterated', 'JJ'), ('ate', 'NN'), (';', ':'), ('way', 'NN'), ('i', 'JJ'), ('imagine', 'VBP'), ('anyone', 'NN'), ('believing', 'VBG'), ('good', 'JJ'), ('pizza', 'NN')]","['reviews', 'place', 'people', 'ate', 'way', 'anyone', 'pizza']"
940,"I came here with my husband after having a few drinks recently because Holstein's, our first choice, was closed","['I', 'came', 'here', 'with', 'my', 'husband', 'after', 'having', 'a', 'few', 'drinks', 'recently', 'because', 'Holstein', ""'s"", ',', 'our', 'first', 'choice', ',', 'was', 'closed']","['i', 'came', 'husband', 'drinks', 'recently', 'holstein', ""'s"", ',', 'first', 'choice', ',', 'closed']","[('i', 'NN'), ('came', 'VBD'), ('husband', 'NN'), ('drinks', 'NNS'), ('recently', 'RB'), ('holstein', 'VBP'), (""'s"", 'POS'), (',', ','), ('first', 'JJ'), ('choice', 'NN'), (',', ','), ('closed', 'VBD')]","['i', 'husband', 'drinks', 'choice']"
941,"After waiting in line for 30 mins, we finally got our two slices","['After', 'waiting', 'in', 'line', 'for', '30', 'mins', ',', 'we', 'finally', 'got', 'our', 'two', 'slices']","['after', 'waiting', 'line', '30', 'mins', ',', 'finally', 'got', 'two', 'slices']","[('after', 'IN'), ('waiting', 'VBG'), ('line', 'NN'), ('30', 'CD'), ('mins', 'NNS'), (',', ','), ('finally', 'RB'), ('got', 'VBD'), ('two', 'CD'), ('slices', 'NNS')]","['line', 'mins', 'slices']"
942,"He ordered pepperoni and I had a regular slice; both were the most bland, dry, unappetizing pizza I have ever tried","['He', 'ordered', 'pepperoni', 'and', 'I', 'had', 'a', 'regular', 'slice', ';', 'both', 'were', 'the', 'most', 'bland', ',', 'dry', ',', 'unappetizing', 'pizza', 'I', 'have', 'ever', 'tried']","['he', 'ordered', 'pepperoni', 'i', 'regular', 'slice', ';', 'bland', ',', 'dry', ',', 'unappetizing', 'pizza', 'i', 'ever', 'tried']","[('he', 'PRP'), ('ordered', 'VBD'), ('pepperoni', 'NN'), ('i', 'NN'), ('regular', 'JJ'), ('slice', 'NN'), (';', ':'), ('bland', 'NN'), (',', ','), ('dry', 'JJ'), (',', ','), ('unappetizing', 'JJ'), ('pizza', 'NN'), ('i', 'NN'), ('ever', 'RB'), ('tried', 'VBD')]","['pepperoni', 'i', 'slice', 'bland', 'pizza', 'i']"
