,business_id,cool,date,funny,review_id,stars,text,useful,user_id
680207,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-09-18,0,3RTufVfUFkUf8li_zVmbqA,5,"Amazing new york style pizza restaurant.  I have no idea why they hide this in a alley between the sushi and mexican restauarent

Great taste!",0,T2mxbDHt2jZTfuV7ScrL0A
681800,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-06-15,0,_3mIkJlQ89t0zfCq2IdujQ,5,Excellent pizza and fun atmosphere. Loved it. Very hard to fine. Located inside the Cosmopolitan hotel and casino. Third floor near Blue Ribbon. No sign - just gotta look for it!,0,BNP_mto6dR47U5GRQ5-F1g
681805,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-01-13,0,114EQitWKUuXSA-QfZa4wQ,4,Well besides the gimmick (a well performed gimmick) I'd say the pizza is good but still not worth the charge. 28 dollars for a large white pizza..come on will ya?,0,UZ4sHcl15xfWbrPb8aAt3g
682198,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-03-16,0,P7SC5gyJMf9AkH9M5oFprQ,5,"The real secret about the ""Secret Pizza Spot"" is that it's really easy to get a free slice. Try this. Wait for the hipster concert to be over so you can get that long line. Order a slice, and simply moonwalk your way out of there. Everyone is so slammed and busy that they wont even notice. It's that easy.",0,Ehuh1mI2S02L-Mv08sg82Q
685912,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-09-30,0,M044PZ-K3uQsyhYq5xZQPQ,5,"Amazing pizza!!! One of the best things I've ever eaten in Las Vegas. It's pizza, basic pizza, nothing crazy or insanely complicated like so many ""fancy"" Vegas meals can be but it's so delicious! It's perfect for a quick lunch or maybe a bite to eat after a night out.",0,30xIbxubwON7XVoqvR0Oyg
690276,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-06-12,0,76m9MsnzZozJRaoN44VQuA,5,"I thought this place closed down?  Last time we were in Vegas (Labor day weekend, 2013) we tried to go there and it was closed, but I see reviews of this place and they are recent.  Does anyone know if they were closed for a while?  We are going back in 2 weeks and I want to make sure we get some pizza from there if it's open again.  Delicious!",0,W6R3QVtF_-DrstNG6WtNmA
692957,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-04-21,0,I1i4rMJzco-j-jEjBJVh6w,2,"Definitely not impressed. To be honest, I think chain pizza places like Domino's and Papa John's are much better than this. The concept is cool, a secret pizza place hidden at the end of a hallway that's extremely easy to miss if you're not looking. (I didn't even know this place existed and I've eaten in Jaleo and DOCG right next to this place!) The hallway is fun to look at while waiting in line, as it's plastered with old  vinyl record covers. 

I had the white pizza slice and another with ricotta and sun dried tomatoes. Both were very oily, and tasted like they had been sitting out for a while. The cheese was not stretchy, ooey, or gooey, but rather sort of dry. Also very salty. 

Maybe I would have better thoughts of the food here if I hadn't come sober. But then everything tastes amazing after a few drinks.",0,QL2Ous-HNazn2puFoO0AsA
698368,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-02-18,0,4V9aOSy4eNV23OhtB2Hhlg,5,"SO GOOD!! Tried it for the first time. Got white pizza for $5 and it was simply CHEESEY GOODNESS! They reheat the pizza for you so when you it's nice and crispy when you eat! Though this place isn't very secret anymore since the line gets pretty long, it's worth the wait! Perfect place to go after clubbing at Marquee since it's open til 5 am. There's not that much room for you to sit and eat inside, but there's a seating area right outside with a pool table. Definitely a good place to stop by in Cosmo!",1,F6TkBpBMKNkNr2XwxSheaQ
699111,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-07-14,0,TFvzXsQ87QUyYcMjRZR_gw,5,"Yes there's usually a long line, but it's definitely worth the wait! I really wanted the Sicilian slice but they didn't have it, so I just got a slice of pepperoni and mushroom. My girls and I also ordered a whole pie up to our room (we were staying at Cosmo) and devoured it within minutes. Bread was thin enough and had a nice crisp to it.",0,HIVU1mqsHbPZtQ6W2Zr23Q
700921,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-10-06,0,4ZdknaHb3cKSsl-eqhzURg,1,"I am not sure what the hype is about. The white pizza was probably one of the worse I have eaten. I ate 1 and a half slices before I had to give it up.
It may be a requirement to be drunk to enjoy (or not care) this pizza. Surely hunger cannot persuade one to say this is good pizza.
At $28 for a single pie, I am very displeased. I'm adding a photo.",0,HUVNdzN_--leS2_oUMunDQ
702002,iCQpiavjjPzJ5_3gPD5Ebg,1,2012-02-28,1,XNUIt_zHnyDF5X3jTjJZyQ,5,"Needs to be renamed ""Everyone and their mama's know this pizza joint"" Pizza.

The line is ridiculously long after a night of drinking/clubbing.  There's a reason why there's a line.  It's pretty damn good.  New York pizza got some competition.  Not so long of a line during the early day.

Remember that Seinfeld episode where Jerry tries to pour out the grease on the pizza and George goes ""you're crazy"" and pours Jerry's pizza juice on his pizza?  Yeah, this pizza got that pizza ""juice"" (not grease).

Cheesy, greasy, and deletable meatball topping.  Yum!  Got New York prices too, but hey, it's Vegas, where $50 all of sudden feels like its only $10.

If you don't like flavor and a little saltiness, might be a little too much for your taste buds.

It's really good.  Definitely check it out.",2,zmF_Hx5m_OeWKKFoeSAw-Q
704875,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-10-31,0,oMkzATj4UnVVes-TpFcxmQ,4,"So after reading about a ""secret pizza"" place at the Cosmopolitan I knew I had to try it. I found it pretty easy to locate after finding directions to it online. 

There was a queue when I arrived but nothing too long and considering it was a Saturday night I had expected others to be there.  While waiting the gentleman behind me told me this was his second trip that day and he said he was a 'pizza snob'. I decided to keep it simple and went for a plain cheese pizza. The slices are far bigger than any kind of pizza slice you would get in the UK.  It cost about $5.

It did not disappoint the pizza tasted great! I would recommend to anyone visiting to give it a try. As it is opened late it's a good late night spot!",0,GtAjkslL-M5m5LFEIWB0Hw
706977,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-01-29,0,ChHdmCxdkcVm_u5yzlb2QQ,2,"S.S.A.P =  Secret Soggy Ass Pizza.  Albeit the ingredients were all fresh and great quality the execution of the pizza fell apart...literally.  The crust could not support the fats from the cheese and meats which made the crust completely marry in with the cheese to create this flimsy, greasy slice.  I understand that who makes the pizza makes the difference in the outcome so maybe the cooks had an off day.  I went in at around 1 pm on Saturday on 1/25/2014 and had the white pizza and meat lovers.  There was no line but was told by some that the line is usually off the hook.  There is so much more to experience foodie wise in Vegas, especially off the strip.  If you are looking for a cheap eat in a pizza form Bonnanos on the strip does the job and a much better tasting slice or if you want similar to east coast style pizza  Grimaldis at the Venetian is amazing...pricey but worth it.  Foodies leave this place behind to the drunkards coming off that club high and let the grease soaks up all their sins cuz lord knows this place has enough greasy pizza to purify everyone in Vegas!",2,Z204Lr-44CfqDubaTfNGXQ
707772,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-07-17,0,xa-95O77whWoCgyBTBML-w,2,Stopped by on a Friday night ended up going to Eggslut instead. Came back the next day and waited in line to see what all the buzz is about. The pizza was OK.. I think this place is mainly hyped up on the whole secret spot. The price is high for the quality but then again I've had a lot of good pizza. Don't think I will be returning but will be back at Eggslut :D,0,ObTzDW7whKnetwGvl167Fg
708597,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-09-17,0,AoEE6HmCB8wcckMB0ct5uw,2,"What are people judging this place on????  Is it the food or the atmosphere?  The atmosphere sucked.  There are barely any stools and the counters were dirty.  I went here totally sober and the pizza is just mediocre.  It's not bad, it just okay.  I wouldn't go out of my way to come here for pizza as it's not that special.   

On the other hand, if I was totally wasted and starving at 3am in the morning after a night of partying... then this place certainly makes sense.  Guys don't bring your girl here on a date!  And girls if your bf brings you here on a date, take my advice and ditch him.  Your guy is just cheap and you deserve better.",1,MGRNCiPHnzBhcDULy8OSuQ
709971,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-05-13,0,zMvDM-ngbJJIVLFqBb0jCw,5,"After days of buffets, I was done and looking for some yummy comfort food.  I had been itching to go to Secret Pizza since I heard about it months ago, and I'm so happy that I found it!! This is thin crust pizza at its best.  Perfectly crispy and cheesy.  I had the white pizza and mushroom, both the BEST pizza I've had outside of New York (seriously)!  For $5 a slice, it was totally worth it.  The place really wasn't hard to find if you know where to go.  It's on the third floor between Blue Ribbon Sushi and Jaleo.  I know it's supposed to be ""secret pizza,"" but I'm not saying anything that people at the hotel wouldn't know or you can't find through a Google search anyhow.",0,9UMoH_L6TsrNWAkvxLeDYQ
715477,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-04-10,0,2AxR2UprFmsm8gCwMmU7Vg,5,This is the best pizza place in town they fly all the ingredients in from the East Coast the water the ingredients everything they make their own homemade meatballs that are phenomenal every style pizza from New York to Chicago definitely a have to eat 4  All you Foodies and pizza Lover you can't go there just once you go many many times and the line moves very quick,0,pkfIj86rvNpYo_zNDjTIEg
719074,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-03-16,1,T1uZfOLEpYG1PbXnMmNcEA,1,"I love pizza! And this place is not somewhere I'd like to come back to. First of all, this place should change their $ to $$ because for 3 slices of pizza, 1 soda and 1 beer, it was $30!!! Insane, right? I wouldn't mind paying if the quality was there. But unfortunately, it wasn't. 

I love the concept of it being a secret and the fun is finding it. But once we found it, I was expecting to be rewarded with some great pizza. Pizza was salty and a little brunt. The ingredients felt short in quality and quantity. I hate to say this but I would have been more satisfied and happy having Costco pizza. 

Secret pizza, you need to start serving better pizzas with better ingredients or just stay a secret but this is one secret no one wants to know about. 

Happy eating everyone :)",1,hgGRHZsGPPoVD3JXBwEr6Q
719857,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-09-05,0,im9sIdSocPzIn4Q-PFvmkQ,5,"This place was definitely worth it and the line was only about 5 min on a Friday evening. The place is very small so try and grab a seat outside first or take it to go and eat it on the go. They provide you a big box that you can tear into plates. The staff was very friendly and welcoming. We ordered 4 slices of pizza and a salad with salami, which was actually pretty good. They warm up pizza by the slice for you or they can make you one. It's a little pricey at 5+ a slice but nothing in the cosmo is going to be cheap. 

Pizza was nice and thin but not too thin. The crust was crunchy and not too thick. The salad was fresh and salami was good with spice. Get the salad to make it feel like you're not too fat.

The place was harder to find because of reading the reviews. Just go up the escalators to the third floor and it's a small hallway with records on the wall, located to the right of the pool tables. It's next to some open walled restaurant. You'll be okay trying to find it but there are no signs like posts say.",0,UA2iRmtbvQKudbGq4E3lYw
720453,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-11-20,0,ry6iKE4vomScjIcZYgeIcQ,1,Secret pizza is apparently the perfect name for this place! I walked around til my phone died trying to locate it and had no luck.,0,uxxZ1NBci0reGZGgR-8aQg
720998,iCQpiavjjPzJ5_3gPD5Ebg,2,2014-07-12,2,ilEjn4BHUJIqNeQOiToQGw,5,"super big slices
kinda pricey, but what isn't in vegas
can almost compete with pizza from new york
def can compete against them when you've consumed some alcohol

it's on the cosmo side closest to las vegas blvd. we walked from the vdara side...so it was along walk.",3,joGQN89au72Ihr6Bi2DIxA
722822,iCQpiavjjPzJ5_3gPD5Ebg,1,2016-06-28,1,9dmjRHMLOmK4entYTS5m3A,5,"Holy hell. Delish. We walked in here for lunch. Hubby and I were trying to figure out what to eat. Tummies were grumbling. We then smell the place. Yes, standing outside you can smell it. We walk in to a simple, no frills pizza joint. Huge slices done right. It was yummy. Add a soda and you have yourself a yummy lunch that doesn't break the bank and hits the spot after a long night of gaming or partying. Try it out! Across the STK at the Cosmo. There is no sign. Love that part too.",1,bWUbr_u395ESEN-QCgllow
725495,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-06-24,0,8OHgIFX80pvxIqxLprxcuA,5,"Super tasty!  I got the white slice, and it hit the spot.  There's not much seating inside, but right outside is a little area with a pool table and nice furniture to sit on.  Soda is crazy expensive for a little pizza joint, but they have free water, and the wine comes in a giant cup :)",1,kDgyvaMAg-2DokcEi6A_zQ
733421,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-11-29,0,RiGxpLSLgJZH1TY_4WY_Ug,1,"Super bad i saw it in yelp it was one of the most reviewed restaurants , so i decide to visit it but i don't know how they gave it more than one star !!! Oily and cold also they just warm the pizza so you don't know when they made it !!",1,7nRbTAsLLnt7FIlSmzeFhw
736352,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-05-15,0,iivB-Joypbfd6Bpi_ZXEQw,4,Pizza was quite good.  Nice crust.  It's a little hidden and hard to find.  I think price is a little much for a pizza slice.,0,asQKc9i0VDkaz_9iBCwhvg
738154,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-04-01,0,YMNMNeP_mgV5rS_WmRmZcQ,3,"This pizza is OK  at best.

$3.50 for a ""New York"" slice that tastes nothing like what I got in all my time in NYC
$3.50 for a fountain-drink

-Save money, walk around the cosmo casino floor, get your drink and pop up and grab a slice, out of a group of 8, I was the only one that did not do that, the fountain drink comes in a red-dixie cup with no lid.


I understand for some, this is better than the chain food, but seriously, not the best pizza in the world.

The entrance can be hard to find, I was on the right floor but just confused with all the resto's, lucky for me, a security worker pointed out the entry. 

I am glad I can say I tired this place for the sake of all the people that go to Vegas and wish they could. But on my next trip, I will skip the Pizza.",0,jX6kBubHBo5Hw85rhNjyVA
